대분류,중분류,소분류,Section,테스트 항목,기대결과,WEB,Apple_Mobile,Android_Phone
Series Detailed Page,Show Info Area,Cast Section,Series Detailed Page>Show Info Area>Cast Section,Cast 선택 시 동작 확인,Search Result Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Cast Section,Series Detailed Page>Show Info Area>Cast Section,Cast 기능 확인,선택한 Cast Keyword 기반으로 검색 동작한다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,Content Writer 확인,해당 Content Writer 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,delimiter 확인,쉼표 형태의 구분자 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,Writer hover 시 UI 확인,Writer 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,Writer hover 시 동작 확인,Writer Underline 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,Writer 선택 시 동작 확인,Search Result Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Writer Section,Series Detailed Page>Show Info Area>Writer Section,Writer 기능 확인,선택한 Writer Keyword 기반으로 검색 동작한다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,title text stringset 확인,"""Subtitles"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Content Subtitle 확인,해당 Content Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Content Subtitle stringset 확인,Subtitle 각국가별 언어로 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,delimiter 확인,dot 형태의 구분자 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,English Subtitle stringset 확인,English text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Portuguese Subtitle stringset 확인,Português text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Spanish Subtitle stringset 확인,Español text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Chinese Subtitle stringset 확인,简体中文 text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Subtitle Section,Series Detailed Page>Show Info Area>Subtitle Section,Vietnamese Subtitle stringset 확인,Tiêng Viêt text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,title text stringset 확인,"""Rating"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,Rating icon 확인,Rating icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,Content Rating icon 확인,해당 Content Rating icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-Y Rating icon 확인,TV-Y text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-Y7 Rating icon 확인,TV-Y7 text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-Y7-FV Rating icon 확인,TV-Y7-FV text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-G Rating icon 확인,TV-G text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,G Rating icon 확인,G text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-PG Rating icon 확인,TV-PG text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,PG Rating icon 확인,PG text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,PG-13 Rating icon 확인,PG-13 text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-14 Rating icon 확인,TV-14 text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,R Rating icon 확인,R text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,TV-MA Rating icon 확인,TV-MA text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Show Info Area,Rating Section,Series Detailed Page>Show Info Area>Rating Section,NC-17 Rating icon 확인,NC-17 text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Keytalk Inform toast POP UP,,Series Detailed Page>Keytalk Inform toast POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Keytalk Inform toast POP UP,,Series Detailed Page>Keytalk Inform toast POP UP,title text stringset 확인,"""AI keywords help you discover content you’ll love with personalized recommendations."" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Keytalk Inform toast POP UP,,Series Detailed Page>Keytalk Inform toast POP UP,Mouse Cursor 이동 시 동작 확인,Keytalk Inform toast POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,,Series Detailed Page>Webcomic Area,Webcomic Area 확인,Webcomic Area 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,,Series Detailed Page>Webcomic Area,Webcomic Area 노출 여부 확인,Webcomic Area 노출되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,title text,Series Detailed Page>Webcomic Area>title text,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,title text,Series Detailed Page>Webcomic Area>title text,title text stringset 확인,"""Webcomic"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Poster image 확인,Webcomic Poster image 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Content Name text 확인,Content Name 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Content Name text 확인,Content Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Content Name text 생략 여부 확인,Content Name text 생략되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Update inform text 확인,Update inform text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Update inform text stringset 확인,"""Updates Every {Day}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Update inform text UI 확인,Update inform text 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Content Update Day 확인,해당 Content Update Day 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Monday Update inform text stringset 확인,"""Monday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Tuesday Update inform text stringset 확인,"""Tuesday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Wednesday Update inform text stringset 확인,"""Wednesday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Thursday Update inform text stringset 확인,"""Thursday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Friday Update inform text stringset 확인,"""Friday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Saturday Update inform text stringset 확인,"""Saturday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Sunday Update inform text stringset 확인,"""Sunday"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Synopsis 확인,Synopsis 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Synopsis text 확인,Synopsis text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Synopsis text 생략 확인,Synopsis text 말줄임표로 생략되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,Synopsis text 출력 여부 확인,Synopsis text 출력되지 않는다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,more Button 확인,more Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,more Button stringset 확인,"""more"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,more Button UI 확인,more Button Underline 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Description Area,Series Detailed Page>Webcomic Area>Description Area,more Button 기능 확인,해당 Webcomic Content Information POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,title text stringset 확인,"""Writer"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,Content Writer 확인,해당 Content Writer 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,delimiter 확인,쉼표 형태의 구분자 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,Writer hover 시 UI 확인,Writer 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,Writer hover 시 동작 확인,Writer Underline 처리되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,Writer 선택 시 동작 확인,Search Result Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Writer Section,Series Detailed Page>Webcomic Area>Writer Section,Writer 기능 확인,선택한 Writer Keyword 기반으로 검색 동작한다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,title text stringset 확인,"""Language"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Content Subtitle 확인,해당 Content Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Content Subtitle stringset 확인,Subtitle 각국가별 언어로 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,delimiter 확인,dot 형태의 구분자 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Portuguese Subtitle stringset 확인,"""Português"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Spanish Subtitle stringset 확인,"""Español"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Chinese Subtitle stringset 확인,"""简体中文"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Subtitle Section,Series Detailed Page>Webcomic Area>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Tiêng Viêt"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 확인,View Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button stringset 확인,"""View Episode {NN}"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 선택 시 동작 확인,Webcomic Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,View Button 기능 확인,해당 Content 재생된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,미결제 시 View Button 기능 확인,Non-subscription POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,View Button,Series Detailed Page>Webcomic Area>View Button,열람 이력 있을 시 View Button 기능 확인,Continue POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 확인,Empty Star 형태의 Favorite icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,Favorite icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Favorite icon,Series Detailed Page>Webcomic Area>Favorite icon,미로그인 시 Favorite icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 확인,Colored Star 형태의 Bookmarked icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Bookmarked icon,Series Detailed Page>Webcomic Area>Bookmarked icon,Bookmarked icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 확인,Empty Thumbs Up 형태의 Thumbs Up icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,Thumbs Up icon 기능 확인,해당 Content Bookmark 등록된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Thumbs Up icon,Series Detailed Page>Webcomic Area>Thumbs Up icon,미로그인 시 Thumbs Up icon 기능 확인,Sign In Page 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 확인,Colored Thumbs Up 형태의 LIKED icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 선택 시 동작 확인,Toggle 동작한디,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,LIKED icon,Series Detailed Page>Webcomic Area>LIKED icon,LIKED icon 기능 확인,해당 Content Bookmark 해제된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Share icon,Series Detailed Page>Webcomic Area>Share icon,Share icon 확인,Share icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Area,Share icon,Series Detailed Page>Webcomic Area>Share icon,Share icon 기능 확인,Share POP UP 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,,Series Detailed Page>Webcomic Content Information POP UP,Close Button 확인,Close Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,,Series Detailed Page>Webcomic Content Information POP UP,Close Button 기능 확인,Content Information POP UP 사라진다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Series Name text,Series Detailed Page>Webcomic Content Information POP UP>Series Name text,Series Name text 확인,Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Series Name text,Series Detailed Page>Webcomic Content Information POP UP>Series Name text,Content Series Name text 확인,해당 Content Series Name text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Webcomic text,Series Detailed Page>Webcomic Content Information POP UP>Webcomic text,Webcomic text text 확인,Webcomic text text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Webcomic text,Series Detailed Page>Webcomic Content Information POP UP>Webcomic text,Webcomic text text Stringset 확인,"""Webcomic"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Subtitle icon 확인,Subtitle icon 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Content Subtitle 확인,해당 Content Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Delimeter 확인,dot 형태의 Delimeter 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Subtitle stringset 확인,국가별 언어 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,English Subtitle 확인,English Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,English Subtitle stringset 확인,"""English"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Portuguese Subtitle 확인,Portuguese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Portuguese Subtitle stringset 확인,"""Portuguese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Spanish Subtitle 확인,Spanish Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Spanish Subtitle stringset 확인,"""Spanish"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Chinese Subtitle 확인,Chinese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Chinese Subtitle stringset 확인,"""Chinese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Vietnamese Subtitle 확인,Vietnamese Subtitle 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Subtitle Section,Series Detailed Page>Webcomic Content Information POP UP>Subtitle Section,Vietnamese Subtitle stringset 확인,"""Vietnamese"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,title text stringset 확인,"""Writer"" text 노출된다",UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,Content Writer 확인,해당 Content Writer 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,Writer Section,Series Detailed Page>Webcomic Content Information POP UP>Writer Section,Comma 확인,Comma 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,synopsios text,Series Detailed Page>Webcomic Content Information POP UP>synopsios text,synopsios text 확인,synopsios text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Webcomic Content Information POP UP,synopsios text,Series Detailed Page>Webcomic Content Information POP UP>synopsios text,synopsios text Max line 확인,Max Line 4줄 적용되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,title text 확인,"""Continue Last Episode"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,sub text 확인,sub text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,User Viewed Content 확인,"""Last viewed episode {N}. Would you like to continue watching from the last viewed?"" text 출력된다",UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 확인,Cancel Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button stringset 확인,Cancel text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 선택 시 동작 확인,User Selected Webcomics Content 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,Cancel Button 기능 확인,Webcomics Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 확인,OK Button 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button stringet 확인,OK text 출력된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button UI 확인,OK Button 보라색으로 강조되어 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 선택 시 동작 확인,User Last Viewed Webcomics Content 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Continue POP UP,,Series Detailed Page>Continue POP UP,OK Button 기능 확인,Webcomics Viewer Screen 진입된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,title text 확인,title text 노출된다,UNTESTED,비대상,비대상
Series Detailed Page,Non-subscription POP UP,,Series Detailed Page>Non-subscription POP UP,title text 확인,"""Subscribe for Full Access"" text 출력된다",UNTESTED,비대상,비대상
